created_at;;full_text;lang;username
Mon May 13 07:34:20 +0000 2024;;Zero stunting bukan sekadar mimpi di IKN tapi komitmen nyata untuk menciptakan generasi penerus yang sehat dan tangguh. #MUNARS https://t.co/KGaeFMSxY8;in;vinapan64
Mon May 13 07:34:12 +0000 2024;;Zero stunting bukan sekadar mimpi di IKN tapi komitmen nyata untuk menciptakan generasi penerus yang sehat dan tangguh. #MUNARS https://t.co/KfvVutD2KZ;in;sechan948
Mon May 13 07:34:01 +0000 2024;;Klo ni org jd gubernur mak gua akan mengajukan pindah IKN;in;Sechan112
Mon May 13 07:33:55 +0000 2024;;@tijabar Jadi tukang parkir di IKN sepertinya cocok buat tukang parkir liar itu pan lokasinya masih dekat dengan alam liar;in;chijecakee
Mon May 13 07:33:49 +0000 2024;;Trotoar Untuk Pejalan Kaki Di IKN Dilengkapi Jalur Sepeda Tanaman Hijau Dan Ramah Disabilitas. Geby 10 di Bali OBnya Heru Subang https://t.co/Swwncdcmsk;in;abu_shahib97277
Mon May 13 07:33:43 +0000 2024;;@RadjaRasta_ Jual saja semuanya pada asing..biar IKN Jadi sewa sama asing... Ambisi sih boleh jika ngutang2 terus ya bangkrut wwwooooooY..;in;NuraishaZahrani
Mon May 13 07:33:26 +0000 2024;;Menembus Terowongan Multi Utilitas IKN Rapi Dan Dilapisi Epoksi. 10 di Bali Geby PO Bus SMK Lingga Kencana Depok OBnya Subang https://t.co/Mq4HnO15Ad;in;MalikMulak
Mon May 13 07:32:58 +0000 2024;;@DokterTifa Tanggal 27 April 2024 ke IKN oleh pegawai proyek tdk dibolehkan masuk ke lokasi istana dan perumahan pejabat Krn kondisi dlm tdk memungkinkan utk dilalui mobil yg kami gunakan. https://t.co/VwLvx2xC75;in;ulmariyahalena
Mon May 13 07:32:20 +0000 2024;;Presiden Berkantor Di IKN Juli 2024 Smart Defense System Diterapkan 10 di Bali Geby PO Bus SMK Lingga Kencana Dep OBnya https://t.co/fs50uwlS9l;in;sys_surya
Mon May 13 07:32:18 +0000 2024;;Pembangunan IKN Dan Visi Masa Depan Bangsa Dalam Model Dan Paradigma Komunikasi Pembangunan. 10 di Bali Geby PO Bus OBnya Tenggo Casemiro https://t.co/EXryH7nyRP;in;marthahayani
Mon May 13 07:31:38 +0000 2024;;@AriskaPutraS Dari awal dah di kritik IKN ngak urgent. Cm mau ambil alih Jakarta.;in;MayaHandayaani
Mon May 13 07:30:36 +0000 2024;;@_amiau @Ardaffaf @dom_adee @jalur5_ ya bayar buat alasan bayar ganti tanah adatmu itu yg harganya setinggi langit bandingin sama IKN ya ga apel to apel. lagian lucu juga sumbar ini disaat semua provinsi di sumatra sudah ada tol cuman dia yang menolak pal;in;komaria_cocom
Mon May 13 07:28:09 +0000 2024;;@T0M5helby Saya berharap semoga IKN mangkrak seperti Hambalang pepo.;in;metamamet
Mon May 13 07:27:15 +0000 2024;;@DokterTifa Uang pesangon jokowi dibelikan tanah di IKN sj biar jd pioneer warga disana;in;Dayak2018
Mon May 13 07:27:01 +0000 2024;;Ikut forum diskusi tentang ikn salpok sama bapak pemateri satu ini usia beliau 54 tahun dan modis gaul bangett plisss mana mobil nya jazz warna kuning plus bumper belakang yg dimodif https://t.co/5La2Jxo1A3;in;redfox2106
Mon May 13 07:26:47 +0000 2024;;@DokterTifa @gibran_tweet Iyo ... Bapakmu ajak-en ngarit nang IKN ngarit kuwi ngirit ra sah nganggo APBN.;in;chickenayam543
Mon May 13 07:25:16 +0000 2024;;Sindiran Pedas Rocky Gerung Ke Jokowi Singgung Proyek IKN https://t.co/jpBkXRlLSz;in;EdiKeceput2
Mon May 13 07:23:51 +0000 2024;;@T0M5helby Pejabat yg ikhlas dan kemungkinan betah tinggal di IKN ya Yang Mulya Jokodg keluarga Soloraya nya .. Kan mau 17 Agustusan di IKN sekalian boyong semua keluarga ke sana sebagai contoh &amp;in;merdekadotcom
Mon May 13 07:22:35 +0000 2024;;@Mdy_Asmara1701 Suruh jadi gubernur IKN yang dibanggain sm org orgnga aja sih jadi wakilnya si ngesang;in;chickenayam543
Mon May 13 07:19:48 +0000 2024;;@RuangLucuu kalo mo ke ikn kudu lewat kota ini;in;gelapoipusing
Mon May 13 07:19:00 +0000 2024;;@T0M5helby Kalau presiden yg menggagas gemana dia balik solo apa ke IKN ? wakakakaka;in;keselekblender
Mon May 13 07:15:34 +0000 2024;;@geloraco Padahal IKN dibangun dari uang rakyat. Sebenarnya IKN untuk rakyat atau pejabat dan elit ekonomi dari negara seberang ya?;in;Kutang2tang
Mon May 13 07:14:13 +0000 2024;;@DokterTifa Makan tuh IKN;in;EdwardMaszudi51
Mon May 13 07:12:56 +0000 2024;;dah jelas kalo akan ada rencana pelantikan @Prabowo-@gibran_tweet bakalan di lakuin di IKN Kok bisa2nya bikin isu yang ga relevan https://t.co/KYvfvszRej;in;dwifitrianh
Mon May 13 07:12:12 +0000 2024;;Jadi orang kok aneh sih @DokterTifa darimana asalnya coba @prabowo dibilang ogah pindah ke IKN dan tetep di Jakarta ;in;JatmikoRifiawan
Mon May 13 07:12:11 +0000 2024;;Penajam bantu UMKM bersaing tangkap peluang usaha dengan adanya IKN https://t.co/fF9b5nnFhy;in;JatmikoRifiawan
Mon May 13 07:12:07 +0000 2024;;@toxynuscaV2 @YandraD31 Ketika lapangan pekerjaan menjadi sulit didapat harga sembako meroket disaat inilah saat yg tepat u menghindari rakyat dgn pindah IKN.. kl cm ke Bogor masih bisa dikejar demo kl ke IKN yg mo modalin demo jg mikir;in;subhi_darajat
Mon May 13 07:12:04 +0000 2024;;@DokterTifa IKN itu Perumahan milik jokowi;in;LuciaWulandari
Mon May 13 07:11:48 +0000 2024;;@democrazymedia Makan Tuch IKN !.... Ngak Butuh.!.....;in;KhanKhan2812
Mon May 13 07:09:52 +0000 2024;;@metamamet @Ardaffaf @dom_adee @jalur5_ Lalu kenapa tanah yang akan dibuat jalan tol itu tidak dibuat jalan nasional (tanpa berbayar)? Setidaknya jalan nasional menggunakan APBN jd dibiayai oleh pusat klo alasannya tidak ada dananya itu IKN saja dipaksaka;in;Mardini444222
Mon May 13 07:08:33 +0000 2024;;ikn membangun negeri https://t.co/GeiO4BGbKh;in;_amiau
Mon May 13 07:06:44 +0000 2024;;@DokterTifa Mba dokter dari awal saya ga setuju pindah IKN ini hanya akal bulus saja. Bukti sekarag lingkungan Rusak d kalimantan di Jawa juga sama akibat serakah bangun Jln Tol ga pakai Otak. Akhirnya tol di Jual sama China.;in;elbo22274
Mon May 13 07:06:37 +0000 2024;;ikn membangun negeri https://t.co/5m73RaOrey;in;RanggaWijayaka
Mon May 13 07:06:27 +0000 2024;;@AnakLolina2 mungkin maksudnya untuk kurangi hari kerja buat jaga2 kalau dipindah ke IKN bisa balik ke Jakarta lumayan 3 hari libur....🇮🇩;in;elbo22274
Mon May 13 07:06:23 +0000 2024;;Batik Sekar Buen Pesona Batik Khas IKN yang Memikat Hati https://t.co/NQX93vOiRV;in;Najazi731
Mon May 13 07:06:13 +0000 2024;;@Giganesh25 @Ardaffaf @Outstandjing beresin dulu pemda nya sosial inklusi pasar baru infrastruktur ngk semua hal bisa djiawab sama pembangunan ngata2in orang sori bos gw riset terkait GEDSI udah lama jd ngerti pendekatan ke masyarakat mending lu jilat pan;in;IDNTimesKaltim
Mon May 13 07:04:21 +0000 2024;;Ikn pindah Indonesia bubar;in;petrasdc_
Mon May 13 07:01:15 +0000 2024;;@geloraco Ikn pindah Indonesia bubar;in;KreatorMe
Mon May 13 07:00:50 +0000 2024;;@sontdesmonqui @hanyaalif @womensfootie_id @indosupporter Framework yg sama dg IKN dan food estate. Dekorasi di permukaan dengan harapan investor gerakkan. Hasilnya akan seturut kok. Kondisi gini kan bikin entropi kuat chaosnya lebib cepat.;in;KreatorMe
Mon May 13 07:00:49 +0000 2024;;@YandraD31 Boss esemka itu memang punya ambisi upacara 17 agt di IKN sebelum lengser...;in;binlatif
Mon May 13 07:00:38 +0000 2024;;@DokterTifa Kalo IKN nggak ada yang ngisi biar cepat kembali modal ya di bikin Hollywood atau Macao atau Tempat tempat maksiat terbesar di dunia bar judi tempat buang keringat dan biar cepat Allah musnahkan... seluruh negeri ini...;in;adtyo08
Mon May 13 07:00:18 +0000 2024;;Intip sedikit interior yang ada di istana negara IKN BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/O563ietev8;in;bangsalengo
Mon May 13 06:58:41 +0000 2024;;Kartun The Simpsons Tulis peta Kalimantan sebagai Singapura di eps 16 season 6. Prediksi IKN? https://t.co/sVeAivxCxp;in;nandarujangs
Mon May 13 06:58:28 +0000 2024;;Keren otorita IKN kaltim akan uji coba kereta tanpa rel dan taksi terbang BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/4Ql07jGGgv;in;LisaKnows3
Mon May 13 06:56:08 +0000 2024;;Meparekraf tinjau kawasan IKN pastikan fasilitasi pendukung sektor parekraf tepat waktu BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/hATg87tHw5;in;maulananaalana
Mon May 13 06:56:06 +0000 2024;;IKN membawa banyak sekali efek positif untuk Kalimantan Timur BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/1wTPXj9z9l;in;malianhogerri
Mon May 13 06:56:04 +0000 2024;;IKN Menjadi Kota Maju dan Canggih BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/iGSoqzDzmG;in;mahdaariantyo
Mon May 13 06:56:03 +0000 2024;;OIKN Fasilitasi 12 Lembaga Masyarakat Adat skitar IKN BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/GC64Cq7Asm;in;gunawannfebrii
Mon May 13 06:56:01 +0000 2024;;sepertinya TAXI TERBANG yang sedang diupayakan di IKN layak dicoba di SUMBAR dulu...;in;chinnganio
Mon May 13 06:55:50 +0000 2024;;@detikcom Yang sabar ya bu pemerintah kita lebih memilih bangun ikn berhala soekarno hatta dll drpd pemerataan pembangunan;in;cinggaro
Mon May 13 06:54:06 +0000 2024;;Jalan Tol IKN akan terhubung dengan jalan Tol Balikpapan-Samarinda #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/7jEOTeOzYW;in;yhogigustianto
Mon May 13 06:53:48 +0000 2024;;Jalan Tol IKN akan terhubung dengan jalan Tol Balikpapan-Samarinda #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/eabh93Ntwn;in;terindukan
Mon May 13 06:53:34 +0000 2024;;Jalan Tol IKN akan terhubung dengan jalan Tol Balikpapan-Samarinda #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/hSSD66jEGU;in;RenataOlivvr21
Mon May 13 06:53:33 +0000 2024;;@detikcom oke gas ikn;in;Melvindiazza
Mon May 13 06:53:01 +0000 2024;;Menkominfo Pastikan IKN Miliki Konektivitas Andal Telkom telah dipercaya sebagai penyedia layanan telekomunikasi untuk IKN. #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi https://t.co/Bo0v5Cg9ck;in;mryudhan
Mon May 13 06:52:22 +0000 2024;;@detikcom Setelah IKN jadi nanti akan rata kok pembangunan ;in;nanddjun
Mon May 13 06:51:31 +0000 2024;;@diamondlight26 Bismillah Salma Salsabil diundang bapak Presiden Jokowi sebagai jadi penyanyi utama di perayaan detik-detik Proklamasi 17-8-2024 di IKN barakallahu Aamiin;in;showm4ker_
Mon May 13 06:50:40 +0000 2024;;Masyarakat kaltim harus lebih sejahtera dengan adanya IKN. Untuk pegawai dan karyawan harus diutamakan penduduk setempat. @infokaltim @IdKalimantan Benarkah Kaltim jadi Tuan Rumah IKN? https://t.co/TYCiFKSU8E via @tribunnews;in;DEdiraras
Mon May 13 06:50:39 +0000 2024;;Mengenal Basic Desain Istana Negara IKN BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/yv13StrfTO;in;jari_droid
Mon May 13 06:50:01 +0000 2024;;IKN ini emang dirancang sebagai kota yang maju dan bakalan sering banget pake inovasi2 baru yang belum ada di kota-kota sebelumnya terutama di bidang teknologi. #IKNNusantara https://t.co/mjqG5wWMuS;in;firzaneo
Mon May 13 06:49:55 +0000 2024;;ada wacana kalo IKN nanti bakalan da taxi terbang (Sky Taxi) yang udah dalam tahap uji coba. sekarang sistem keamanan untuk presiden mulai pake smart defense system. https://t.co/KS6SFAQ3vk;in;JatmikoRifiawan
Mon May 13 06:48:31 +0000 2024;;WOW ini sebagai salah satu langkah yang oke sih. IKN ini kayanya bakalan di rancang dengan dilengkapi sama segudang teknologi baru.;in;JatmikoRifiawan
Mon May 13 06:48:29 +0000 2024;;@msaid_didu Banyak lagi yang lain. Bikin IKN padahal tinggal rapihin Jakarta. Bikin sirkuit ditempat jauh padahal udah punya Sentul...... Rakyat ini emang nasibnya jelek punya Pemimpin ga ada yang berpihak pada rakyat.;in;JatmikoRifiawan
Mon May 13 06:48:09 +0000 2024;;@hasanudinsajid @geloraco @prabowo PROVOKASI ala KADAL GURUN Import IKN PROYEK jngk pjng diatur dg UU artinya melibatkan semua LEMBAGA NEGARA Terkait Bp Jendral TNI (PURN)! PRABOWO sbg PRESIDEN ke 8 terpilih sdh pasti PAHAM wajib melanjutkan jika tidak ar;in;ethadisaputra
Mon May 13 06:46:30 +0000 2024;;@T0M5helby Kl proyek ikn dah tggl sisa2 ampas nya wiwi. Cari yg proyek baru senilai ikn. Itu mantep kan;in;Bambang_Budimab
Mon May 13 06:46:19 +0000 2024;;IKN Nusantara akan terapkan Smart Defense System BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/JfXwRhdie1;in;Kahidar48
Mon May 13 06:45:58 +0000 2024;;Rencana Induk Keanekaragaman Hayati IKN BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/qsCq76FmGD;in;Indonesiao1904
Mon May 13 06:45:55 +0000 2024;;@DokterTifa Harus nya presiden &amp;in;neneng_ham49754
Mon May 13 06:44:24 +0000 2024;;Melalui Kolaborasi Pemerintah yang Kuat IKN Bakal Jadi Percontohan Zero Stunting #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/koK163dAD5;in;Indonesiao1904
Mon May 13 06:43:05 +0000 2024;;@DokterTifa Org yg bikin ikn lalu tdk ditempati harus bertanggung jawab mengembalikan uang negara jika tidak dia harus ditangkap ..;in;teropongbhnnka
Mon May 13 06:42:39 +0000 2024;;Upaya Tingkatkan Perekonomian Warga Lokal Pemerintah Siapkan Sentra UMKM Upacara Kemerdekaan di IKN #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/QEAP1T4vtY;in;achang_ss
Mon May 13 06:42:12 +0000 2024;;Melalui Kolaborasi Pemerintah yang Kuat IKN Bakal Jadi Percontohan Zero Stunting #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/1OC8FePbFT;in;teropongbhnnka
Mon May 13 06:41:55 +0000 2024;;Upaya Tingkatkan Perekonomian Warga Lokal Pemerintah Siapkan Sentra UMKM Upacara Kemerdekaan di IKN #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/lDoNracDFi;in;impiangaruda17
Mon May 13 06:41:54 +0000 2024;;Tunda saya berarti tunda IKN. Sebab harus ada cockpit alias ruangan Divisi Direktur alias Ruang Komando.;in;impiangaruda17
Mon May 13 06:41:48 +0000 2024;;@geloraco Antum mau ke IKN ???;in;vexcalabran
Mon May 13 06:41:39 +0000 2024;;Melalui Kolaborasi Pemerintah yang Kuat IKN Bakal Jadi Percontohan Zero Stunting #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/3G6DLmwFho;in;Bambang_Budimab
Mon May 13 06:41:39 +0000 2024;;Upaya Tingkatkan Perekonomian Warga Lokal Pemerintah Siapkan Sentra UMKM Upacara Kemerdekaan di IKN #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/kZHNW3W4Ay;in;komandogarudari
Mon May 13 06:41:38 +0000 2024;;sini main ke IKN ;in;komandogarudari
Mon May 13 06:41:16 +0000 2024;;Melalui Kolaborasi Pemerintah yang Kuat IKN Bakal Jadi Percontohan Zero Stunting #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/HFjDLyaB8l;in;gomoku910
Mon May 13 06:41:14 +0000 2024;;Upaya Tingkatkan Perekonomian Warga Lokal Pemerintah Siapkan Sentra UMKM Upacara Kemerdekaan di IKN #jatimdamai Geby PO Bus 10 di Bali #jichangwook #LovelyRunnerEp11 Lebih KEREN KitaKOMPAK #KawalWWF10 Sukseskan Agenda Nasional Ketan https://t.co/H966nXNzFR;in;suarakb45
Mon May 13 06:41:13 +0000 2024;;@DokterTifa Lah kan gedung DPR di IKN blm di bangun makanya blm pindah. Bgm sih ini dokter koq lalod banget sih;in;suarakb45
Mon May 13 06:41:12 +0000 2024;;@DokterTifa Ha hah ha ha ha ha pendukung Jokowi tuuuuh IKN wkwkwkwk;in;SalomoMr1
Mon May 13 06:41:09 +0000 2024;;@geloraco Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa dan Rakyat yg harus bayar biayanya;in;BubbleX695699
Mon May 13 06:41:06 +0000 2024;;Proyek IKN berhasil menurukan Angka Kemiskinan Ekstrem du Kalimantan Timur BUMN PO Bus 10 di Bali Geby OBnya #jichangwook #LovelyRunnerEp11 #PrayForSumbar #menolaklupa271t https://t.co/pghsotsBG8;in;llsusanto
Mon May 13 06:40:44 +0000 2024;;Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa https://t.co/jiDHpSTWSX;in;FatimahKanya
Mon May 13 06:38:00 +0000 2024;;IKN Nusantara akan jadi hunian untuk generasi Indonesia di masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/grOT26UcRH;in;RepelitaO
Mon May 13 06:37:14 +0000 2024;;IKN Nusantara akan jadi hunian untuk generasi Indonesia di masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/raVtMjqSd6;in;gerbang_utama
Mon May 13 06:37:12 +0000 2024;;IKN Nusantara akan jadi hunian untuk generasi Indonesia di masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/GT1PsVXCKx;in;gerbang_utama
Mon May 13 06:37:11 +0000 2024;;IKN Nusantara akan jadi hunian untuk generasi Indonesia di masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/VGVQMH1NYz;in;gerbang_utama
Mon May 13 06:37:09 +0000 2024;;IKN Nusantara akan jadi hunian untuk generasi Indonesia di masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/u66woPzEqm;in;gerbang_utama
Mon May 13 06:37:08 +0000 2024;;Mau kerja di IKN :3;in;gerbang_utama
Mon May 13 06:35:42 +0000 2024;;Sisi Gelap IKN di Kaltim Pengamat: Warga Sekitar Ibarat Penonton Miskin Saksikan Kemegahan IKN https://t.co/lv4vLUDFPB lewat @tribunnews #IKN #Kaltim #nusantara #PPU;in;cucteu
Mon May 13 06:35:01 +0000 2024;;@geloraco Sepertinya Pak @prabowo keberatan melanjutkan Proyek IKN dari dana APBN.;in;tribunkaltim
Mon May 13 06:31:16 +0000 2024;;@womensfootie_id Oh pantesan yg di ikn pun rumah pejabat² nya dibuat gede-gede ternyata biar kita termotivasi toh...;in;hasanudinsajid
Mon May 13 06:29:15 +0000 2024;; Sabar bu uang negara sedang fokus membangun IKN demi kemajuan bangsa dan negara ini https://t.co/qtrNAz3Hgf https://t.co/qtrNAz3Hgf;in;thatBoiOnX
Mon May 13 06:28:41 +0000 2024;;Pemerintah Kabupaten Penajam Paser Utara Provinsi Kalimantan Timur membatu pelaku usaha mikro kecil menengah (UMKM) di daerah berjuluk Benuo Taka itu agar dapat bersaing menangkap peluang usaha dengan adanya Ibu Kota Nusantara (IKN). https://t.co/x9YAU5EIsO;in;posaktualcom
Mon May 13 06:27:39 +0000 2024;;@strike_bravo_b Yang disurvei warga IKN;in;beritajurnal5
Mon May 13 06:27:28 +0000 2024;;@detikcom Pdhl ada yg mau bangun 40 kota setara jkt.. malah milih yg bangun IKN.. wkwkkw;in;ADavidPrasetyo
Mon May 13 06:24:37 +0000 2024;;@T0M5helby Jgn ukur dengan pikiranmu..IKN keputusan bersama.;in;ithapuspit4
Mon May 13 06:22:57 +0000 2024;;@jimincarrd Hehe ikn I'm amajin;in;BObriansyah
Mon May 13 06:14:45 +0000 2024;;@democrazymedia Kenapa ndak kirim sampah ke IKN aja pak mereka lagi butuh material..;in;taketwohershey
Mon May 13 06:14:36 +0000 2024;;Presiden RI terpilih periode 2024-2029 Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara (IKN) yang digagas oleh Presiden Joko Widodo (Jokowi). Hal tersebut disampaikan Prabowo saat melakukan wawancara https://t.co/gJb0AmP5BK;in;rumah_idaman01
Mon May 13 06:13:51 +0000 2024;;Prabowo katanya gakmau pindah IKN jok RASAIN. https://t.co/EKlN45AkUJ;in;dekade_08
Mon May 13 06:12:07 +0000 2024;;[HOAKS] Jokowi Bebaskan Pajak WNA di IKN Selama 120 Tahun. Old Trafford Amad Antony Man United PO Bus https://t.co/Y7e1yxURhJ;in;AchmadShonnyArc
Mon May 13 06:10:26 +0000 2024;;Menanggapi Isu 200 Warga Diusir Otorita IKN Pastikan Tidak Lakukan Penggusuran Terhadap Warga. PO Bus Geby SMK Lingga Kencana Depok Apel Pagi Aurora https://t.co/LrXplLnEvq;in;HayaElvina
Mon May 13 06:09:34 +0000 2024;;@DokterTifa Se emergency apa sih pembangunan IKN di kalimantan? Replacement hutan dan penghuninya emang ada? Trus jaman serba internet begini urgensi pindah bangunan itu apa sih? Kenapa ga dana nya fokus buat kesehatan dan pendidikan aja?;in;LenaZahratu
